-0.406289 -0.784375 -0.531359 2.71165 -1.38665 1.66396
-0.406228 -0.788512 -0.530059 2.71193 -1.38922 1.66275
-0.406166 -0.792651 -0.528741 2.71221 -1.39178 1.66154
-0.406105 -0.796794 -0.527407 2.71248 -1.39433 1.66034
-0.406044 -0.800939 -0.526055 2.71275 -1.39686 1.65914
-0.405983 -0.805087 -0.524686 2.71301 -1.39938 1.65796
-0.405922 -0.809237 -0.523301 2.71327 -1.40189 1.65678
-0.405861 -0.81339 -0.521898 2.71352 -1.40439 1.65561
-0.4058 -0.817545 -0.520478 2.71378 -1.40687 1.65444
-0.40574 -0.821703 -0.519042 2.71402 -1.40934 1.65329
-0.405654 -0.821784 -0.518779 2.7141 -1.40917 1.65334
-0.405714 -0.817627 -0.520216 2.71385 -1.4067 1.6545
-0.405775 -0.813473 -0.521635 2.7136 -1.40422 1.65566
-0.405836 -0.809321 -0.523038 2.71334 -1.40172 1.65684
-0.405897 -0.805171 -0.524424 2.71308 -1.39921 1.65801
-0.405958 -0.801024 -0.525792 2.71282 -1.39669 1.6592
-0.406019 -0.796879 -0.527144 2.71255 -1.39416 1.66039
-0.40608 -0.792738 -0.528478 2.71228 -1.39161 1.66159
-0.406141 -0.788599 -0.529795 2.71201 -1.38905 1.6628
-0.406202 -0.784463 -0.531096 2.71173 -1.38648 1.66402
-0.406116 -0.784551 -0.530832 2.7118 -1.38631 1.66407
-0.406055 -0.788686 -0.529532 2.71208 -1.38888 1.66286
-0.405994 -0.792824 -0.528215 2.71236 -1.39144 1.66165
-0.405933 -0.796965 -0.52688 2.71263 -1.39399 1.66045
-0.405872 -0.801109 -0.525529 2.7129 -1.39652 1.65926
-0.405811 -0.805255 -0.524161 2.71316 -1.39904 1.65807
-0.40575 -0.809404 -0.522775 2.71342 -1.40155 1.65689
-0.405689 -0.813556 -0.521373 2.71367 -1.40404 1.65572
-0.405629 -0.817709 -0.519953 2.71392 -1.40653 1.65456
-0.405568 -0.821866 -0.518517 2.71417 -1.409 1.6534
-0.405482 -0.821947 -0.518255 2.71425 -1.40882 1.65346
-0.405543 -0.817792 -0.519691 2.714 -1.40635 1.65462
-0.405603 -0.813639 -0.52111 2.71375 -1.40387 1.65578
-0.405664 -0.809488 -0.522512 2.71349 -1.40138 1.65695
-0.405725 -0.80534 -0.523898 2.71323 -1.39887 1.65813
-0.405786 -0.801194 -0.525266 2.71297 -1.39635 1.65931
