-0.361494 -0.516483 -0.354206 0.899082 -0.262124 0.324081
-0.350498 -0.515953 -0.354543 0.796053 -0.2396 0.470634
-0.346806 -0.52118 -0.339891 0.662711 -0.258089 0.608192
-0.352291 -0.531092 -0.317651 0.604232 -0.305375 0.624534
-0.342052 -0.534748 -0.305505 0.463185 -0.316852 0.801585
-0.339466 -0.542572 -0.286775 0.385402 -0.351592 0.875941
-0.336732 -0.551139 -0.267058 0.319421 -0.389179 0.93832
-0.339946 -0.563315 -0.241798 0.296776 -0.440215 0.918055
-0.336477 -0.573256 -0.220535 0.243833 -0.480493 0.967154
-0.331083 -0.572986 -0.225724 0.217636 -0.468219 1.03078
-0.330975 -0.573431 -0.225103 0.217493 -0.468375 1.03103
-0.336357 -0.573695 -0.219924 0.243682 -0.480639 0.967422
-0.339823 -0.563744 -0.241185 0.296578 -0.440366 0.918372
-0.336621 -0.551563 -0.266435 0.319175 -0.389344 0.938674
-0.339354 -0.542985 -0.286151 0.385078 -0.351758 0.876373
-0.341939 -0.53515 -0.304882 0.462762 -0.317016 0.802119
-0.352162 -0.531475 -0.317039 0.603692 -0.305516 0.625201
-0.346691 -0.521557 -0.339271 0.662007 -0.258235 0.60901
-0.35038 -0.516316 -0.353926 0.795184 -0.239723 0.471622
-0.361358 -0.516833 -0.353601 0.898242 -0.262214 0.325059
-0.361223 -0.517183 -0.352997 0.897401 -0.262304 0.326036
-0.350262 -0.51668 -0.353308 0.794316 -0.239847 0.472609
-0.346576 -0.521934 -0.33865 0.661304 -0.258382 0.609827
-0.352033 -0.531857 -0.316426 0.603153 -0.305657 0.625868
-0.341826 -0.535551 -0.304259 0.462338 -0.317181 0.802653
-0.339242 -0.543398 -0.285528 0.384755 -0.351925 0.876806
-0.336511 -0.551987 -0.265812 0.318929 -0.389509 0.939027
-0.339701 -0.564173 -0.240572 0.29638 -0.440517 0.918689
-0.336236 -0.574135 -0.219313 0.243531 -0.480786 0.967689
-0.330867 -0.573876 -0.224482 0.21735 -0.46853 1.03128
-0.330759 -0.574321 -0.223861 0.217207 -0.468686 1.03152
-0.336115 -0.574574 -0.218701 0.24338 -0.480933 0.967956
-0.339578 -0.564601 -0.239959 0.296182 -0.440668 0.919006
-0.3364 -0.552412 -0.265188 0.318683 -0.389674 0.93938
-0.33913 -0.543811 -0.284904 0.384432 -0.352092 0.877238
-0.341713 -0.535952 -0.303636 0.461916 -0.317346 0.803186
-0.351905 -0.532239 -0.315814 0.602615 -0.305798 0.626534
-0.346462 -0.522311 -0.33803 0.660602 -0.258528 0.610643
-0.350144 -0.517043 -0.352691 0.793448 -0.23997 0.473595
-0.361087 -0.517534 -0.352392 0.896561 -0.262395 0.327014
-0.382946 -0.531483 -0.329051 0.939019 -0.344451 0.170885
-0.381689 -0.53547 -0.322153 0.89424 -0.350225 0.211852
-0.380098 -0.542261 -0.305091 0.800725 -0.370908 0.291535
-0.377401 -0.549006 -0.288043 0.710829 -0.392108 0.371196
-0.374026 -0.556031 -0.270572 0.625427 -0.415307 0.448076
-0.369562 -0.563034 -0.253253 0.543144 -0.43912 0.526496
-0.364864 -0.570695 -0.235083 0.466943 -0.466223 0.598794
-0.359502 -0.578694 -0.216666 0.395314 -0.495061 0.669701
-0.353414 -0.586995 -0.198151 0.327842 -0.525356 0.741041
-0.352304 -0.588394 -0.200571 0.325099 -0.519348 0.752158
-0.330652 -0.574766 -0.223239 0.217064 -0.468842 1.03177
-0.335995 -0.575014 -0.218089 0.243229 -0.481079 0.968223
-0.339456 -0.56503 -0.239346 0.295984 -0.440819 0.919322
-0.33629 -0.552836 -0.264565 0.318437 -0.38984 0.939733
-0.339019 -0.544224 -0.284281 0.384108 -0.352259 0.87767
-0.3416 -0.536353 -0.303012 0.461493 -0.317512 0.80372
-0.351776 -0.532622 -0.315201 0.602076 -0.30594 0.6272
-0.346347 -0.522688 -0.337408 0.6599 -0.258675 0.611459
-0.350026 -0.517407 -0.352073 0.792581 -0.240094 0.47458
-0.360951 -0.517884 -0.351787 0.895721 -0.262485 0.327991
-0.331649 -0.506983 -0.370204 0.70261 -0.172109 0.659725
-0.321572 -0.508807 -0.36687 0.516017 -0.163274 0.886719
-0.316818 -0.514172 -0.35208 0.35264 -0.190193 1.06496
-0.314969 -0.520742 -0.335278 0.26602 -0.226212 1.15363
-0.314052 -0.528177 -0.317109 0.211808 -0.266125 1.20512
-0.313076 -0.536351 -0.29787 0.170135 -0.308148 1.24377
-0.31204 -0.545306 -0.277585 0.137181 -0.351982 1.27339
-0.310694 -0.555022 -0.256372 0.108761 -0.397184 1.29965
-0.309628 -0.565632 -0.234094 0.0873854 -0.443954 1.31647
-0.310022 -0.568012 -0.234994 0.0902684 -0.440891 1.31105
-0.382769 -0.53181 -0.328483 0.938419 -0.344502 0.171665
-0.381512 -0.535801 -0.321585 0.89367 -0.350283 0.212602
-0.379919 -0.542601 -0.304525 0.800231 -0.37098 0.292209
-0.377221 -0.549357 -0.287478 0.710405 -0.392192 0.3718
-0.373847 -0.556393 -0.270009 0.625067 -0.4154 0.448613
-0.369385 -0.563407 -0.252689 0.542842 -0.439221 0.526972
-0.364689 -0.57108 -0.234519 0.466694 -0.466328 0.599214
-0.359331 -0.579091 -0.216101 0.395112 -0.495169 0.67007
-0.353249 -0.587404 -0.197585 0.327681 -0.525466 0.741363
-0.352141 -0.588805 -0.200001 0.324936 -0.519462 0.752479
-0.330544 -0.575211 -0.222618 0.216921 -0.468998 1.03202
-0.335875 -0.575453 -0.217477 0.243079 -0.481227 0.96849
-0.339333 -0.565459 -0.238733 0.295786 -0.440971 0.919639
-0.336179 -0.553261 -0.263941 0.318191 -0.390006 0.940086
-0.338907 -0.544637 -0.283657 0.383785 -0.352426 0.878102
-0.341487 -0.536754 -0.302389 0.461071 -0.317677 0.804252
-0.351648 -0.533004 -0.314588 0.601538 -0.306081 0.627865
-0.346233 -0.523065 -0.336787 0.659198 -0.258823 0.612275
-0.349908 -0.517771 -0.351456 0.791715 -0.240218 0.475565
-0.360816 -0.518234 -0.351182 0.894881 -0.262577 0.328967
-0.331569 -0.507353 -0.369568 0.70146 -0.172278 0.660954
-0.321509 -0.509186 -0.366227 0.515067 -0.163484 0.88773
-0.316763 -0.514565 -0.351433 0.352054 -0.190418 1.0656
-0.314915 -0.521148 -0.334629 0.265636 -0.226437 1.15407
-0.313998 -0.528595 -0.316458 0.211542 -0.266345 1.20543
-0.313022 -0.536782 -0.297219 0.169947 -0.308359 1.24401
-0.311986 -0.545748 -0.276934 0.137045 -0.352185 1.27357
-0.310642 -0.555475 -0.255721 0.108662 -0.397376 1.2998
-0.309576 -0.566095 -0.233445 0.0873123 -0.444136 1.31659
-0.309968 -0.568475 -0.234344 0.0901928 -0.441073 1.31117
-0.382593 -0.532136 -0.327914 0.937819 -0.344552 0.172444
-0.381336 -0.536133 -0.321016 0.893099 -0.350342 0.213352
-0.37974 -0.542942 -0.303959 0.799737 -0.371052 0.292883
-0.377042 -0.549708 -0.286913 0.70998 -0.392276 0.372403
-0.373668 -0.556754 -0.269445 0.624707 -0.415493 0.449151
-0.369208 -0.563781 -0.252125 0.542541 -0.439322 0.527448
-0.364515 -0.571464 -0.233955 0.466446 -0.466434 0.599633
-0.359161 -0.579488 -0.215536 0.39491 -0.495278 0.670438
-0.353083 -0.587814 -0.197018 0.32752 -0.525577 0.741684
-0.351978 -0.589217 -0.199431 0.324773 -0.519576 0.7528
-0.330436 -0.575656 -0.221996 0.216778 -0.469155 1.03226
-0.335754 -0.575893 -0.216865 0.242928 -0.481374 0.968757
-0.339211 -0.565888 -0.238119 0.295588 -0.441123 0.919955
-0.336069 -0.553685 -0.263317 0.317945 -0.390172 0.940439
-0.338795 -0.54505 -0.283032 0.383463 -0.352594 0.878533
-0.341375 -0.537156 -0.301765 0.460649 -0.317843 0.804785
-0.351519 -0.533387 -0.313975 0.601 -0.306223 0.62853
-0.346118 -0.523442 -0.336166 0.658497 -0.25897 0.61309
-0.349791 -0.518135 -0.350838 0.790849 -0.240343 0.476549
-0.36068 -0.518585 -0.350576 0.894042 -0.262668 0.329944
-0.331489 -0.507723 -0.368932 0.700313 -0.172449 0.662181
-0.321447 -0.509566 -0.365584 0.514118 -0.163693 0.88874
-0.316708 -0.514959 -0.350786 0.351468 -0.190644 1.06624
-0.314862 -0.521554 -0.33398 0.265253 -0.226663 1.1545
